ModelRef|ModelUpdt|Precision|Recall|F-measure
TCP_FreeBSD_Server.dot.kiss|TCP_Linux_Server.dot.kiss|0.398148|0.360839|0.378577
TCP_FreeBSD_Server.dot.kiss|TCP_Windows8_Server.dot.kiss|0.545455|0.369231|0.440367
TCP_Linux_Server.dot.kiss|TCP_FreeBSD_Server.dot.kiss|0.380531|0.377193|0.378855
TCP_Linux_Server.dot.kiss|TCP_Linux_Server.dot.kiss|0.524854|0.524854|0.524854
TCP_Linux_Server.dot.kiss|TCP_Windows8_Server.dot.kiss|0.636735|0.456140|0.531516
TCP_Windows8_Server.dot.kiss|TCP_FreeBSD_Server.dot.kiss|0.388807|0.534413|0.450128
TCP_Windows8_Server.dot.kiss|TCP_Linux_Server.dot.kiss|0.474164|0.631579|0.541667
TCP_Windows8_Server.dot.kiss|TCP_Windows8_Server.dot.kiss|0.524292|0.524292|0.524292
GnuTLS_3.3.12_server_regular.dot.kiss|GnuTLS_3.3.12_server_regular.dot.kiss|1.000000|1.000000|1.000000
GnuTLS_3.3.12_server_regular.dot.kiss|GnuTLS_3.3.8_server_regular.dot.kiss|0.595238|0.892857|0.714286
GnuTLS_3.3.12_server_regular.dot.kiss|JSSE_1.8.0_25_server_regular.dot.kiss|0.203125|0.232143|0.216667
GnuTLS_3.3.12_server_regular.dot.kiss|JSSE_1.8.0_31_server_regular.dot.kiss|0.218750|0.250000|0.233333
GnuTLS_3.3.12_server_regular.dot.kiss|NSS_3.17.4_server_regular.dot.kiss|0.344828|0.357143|0.350877
GnuTLS_3.3.12_server_regular.dot.kiss|OpenSSL_1.0.1g_server_regular.dot.kiss|0.287129|0.517857|0.369427
GnuTLS_3.3.12_server_regular.dot.kiss|OpenSSL_1.0.1j_server_regular.dot.kiss|0.486111|0.625000|0.546875
GnuTLS_3.3.12_server_regular.dot.kiss|OpenSSL_1.0.1l_server_regular.dot.kiss|0.571429|0.642857|0.605042
GnuTLS_3.3.12_server_regular.dot.kiss|OpenSSL_1.0.2_server_regular.dot.kiss|0.734694|0.642857|0.685714
GnuTLS_3.3.12_server_regular.dot.kiss|RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|0.380282|0.482143|0.425197
GnuTLS_3.3.12_server_regular.dot.kiss|RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|0.200000|0.142857|0.166667
GnuTLS_3.3.12_server_regular.dot.kiss|miTLS_0.1.3_server_regular.dot.kiss|0.416667|0.357143|0.384615
GnuTLS_3.3.8_server_regular.dot.kiss|GnuTLS_3.3.12_server_regular.dot.kiss|0.892857|0.520833|0.657895
GnuTLS_3.3.8_server_regular.dot.kiss|GnuTLS_3.3.8_server_regular.dot.kiss|0.875000|0.875000|0.875000
GnuTLS_3.3.8_server_regular.dot.kiss|JSSE_1.8.0_25_server_regular.dot.kiss|0.343750|0.229167|0.275000
GnuTLS_3.3.8_server_regular.dot.kiss|JSSE_1.8.0_31_server_regular.dot.kiss|0.359375|0.239583|0.287500
GnuTLS_3.3.8_server_regular.dot.kiss|NSS_3.17.4_server_regular.dot.kiss|0.187500|0.125000|0.150000
GnuTLS_3.3.8_server_regular.dot.kiss|OpenSSL_1.0.1g_server_regular.dot.kiss|0.456311|0.489583|0.472362
GnuTLS_3.3.8_server_regular.dot.kiss|OpenSSL_1.0.1j_server_regular.dot.kiss|0.600000|0.375000|0.461538
GnuTLS_3.3.8_server_regular.dot.kiss|OpenSSL_1.0.1l_server_regular.dot.kiss|0.700000|0.437500|0.538462
GnuTLS_3.3.8_server_regular.dot.kiss|OpenSSL_1.0.2_server_regular.dot.kiss|0.714286|0.364583|0.482759
GnuTLS_3.3.8_server_regular.dot.kiss|RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|0.180556|0.135417|0.154762
GnuTLS_3.3.8_server_regular.dot.kiss|RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|0.200000|0.083333|0.117647
GnuTLS_3.3.8_server_regular.dot.kiss|miTLS_0.1.3_server_regular.dot.kiss|0.416667|0.208333|0.277778
JSSE_1.8.0_25_server_regular.dot.kiss|GnuTLS_3.3.12_server_regular.dot.kiss|0.232143|0.203125|0.216667
JSSE_1.8.0_25_server_regular.dot.kiss|GnuTLS_3.3.8_server_regular.dot.kiss|0.244444|0.343750|0.285714
JSSE_1.8.0_25_server_regular.dot.kiss|JSSE_1.8.0_25_server_regular.dot.kiss|0.968750|0.968750|0.968750
JSSE_1.8.0_25_server_regular.dot.kiss|JSSE_1.8.0_31_server_regular.dot.kiss|0.706897|0.640625|0.672131
JSSE_1.8.0_25_server_regular.dot.kiss|NSS_3.17.4_server_regular.dot.kiss|0.437500|0.437500|0.437500
JSSE_1.8.0_25_server_regular.dot.kiss|OpenSSL_1.0.1g_server_regular.dot.kiss|0.333333|0.531250|0.409639
JSSE_1.8.0_25_server_regular.dot.kiss|OpenSSL_1.0.1j_server_regular.dot.kiss|0.285714|0.343750|0.312057
JSSE_1.8.0_25_server_regular.dot.kiss|OpenSSL_1.0.1l_server_regular.dot.kiss|0.128571|0.140625|0.134328
JSSE_1.8.0_25_server_regular.dot.kiss|OpenSSL_1.0.2_server_regular.dot.kiss|0.183673|0.140625|0.159292
JSSE_1.8.0_25_server_regular.dot.kiss|RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|0.222222|0.250000|0.235294
JSSE_1.8.0_25_server_regular.dot.kiss|RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|0.350000|0.218750|0.269231
JSSE_1.8.0_25_server_regular.dot.kiss|miTLS_0.1.3_server_regular.dot.kiss|0.270833|0.203125|0.232143
JSSE_1.8.0_31_server_regular.dot.kiss|GnuTLS_3.3.12_server_regular.dot.kiss|0.250000|0.218750|0.233333
JSSE_1.8.0_31_server_regular.dot.kiss|GnuTLS_3.3.8_server_regular.dot.kiss|0.250000|0.359375|0.294872
JSSE_1.8.0_31_server_regular.dot.kiss|JSSE_1.8.0_25_server_regular.dot.kiss|0.683333|0.640625|0.661290
JSSE_1.8.0_31_server_regular.dot.kiss|JSSE_1.8.0_31_server_regular.dot.kiss|0.937500|0.937500|0.937500
JSSE_1.8.0_31_server_regular.dot.kiss|NSS_3.17.4_server_regular.dot.kiss|0.360656|0.343750|0.352000
JSSE_1.8.0_31_server_regular.dot.kiss|OpenSSL_1.0.1g_server_regular.dot.kiss|0.333333|0.515625|0.404908
JSSE_1.8.0_31_server_regular.dot.kiss|OpenSSL_1.0.1j_server_regular.dot.kiss|0.291667|0.328125|0.308824
JSSE_1.8.0_31_server_regular.dot.kiss|OpenSSL_1.0.1l_server_regular.dot.kiss|0.114286|0.125000|0.119403
JSSE_1.8.0_31_server_regular.dot.kiss|OpenSSL_1.0.2_server_regular.dot.kiss|0.163265|0.125000|0.141593
JSSE_1.8.0_31_server_regular.dot.kiss|RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|0.242424|0.250000|0.246154
JSSE_1.8.0_31_server_regular.dot.kiss|RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|0.350000|0.218750|0.269231
JSSE_1.8.0_31_server_regular.dot.kiss|miTLS_0.1.3_server_regular.dot.kiss|0.250000|0.187500|0.214286
NSS_3.17.4_server_regular.dot.kiss|GnuTLS_3.3.12_server_regular.dot.kiss|0.408163|0.312500|0.353982
NSS_3.17.4_server_regular.dot.kiss|GnuTLS_3.3.8_server_regular.dot.kiss|0.125000|0.187500|0.150000
NSS_3.17.4_server_regular.dot.kiss|JSSE_1.8.0_25_server_regular.dot.kiss|0.500000|0.437500|0.466667
NSS_3.17.4_server_regular.dot.kiss|JSSE_1.8.0_31_server_regular.dot.kiss|0.360656|0.343750|0.352000
NSS_3.17.4_server_regular.dot.kiss|NSS_3.17.4_server_regular.dot.kiss|1.000000|1.000000|1.000000
NSS_3.17.4_server_regular.dot.kiss|OpenSSL_1.0.1g_server_regular.dot.kiss|0.300000|0.468750|0.365854
NSS_3.17.4_server_regular.dot.kiss|OpenSSL_1.0.1j_server_regular.dot.kiss|0.428571|0.468750|0.447761
NSS_3.17.4_server_regular.dot.kiss|OpenSSL_1.0.1l_server_regular.dot.kiss|0.285714|0.281250|0.283465
NSS_3.17.4_server_regular.dot.kiss|OpenSSL_1.0.2_server_regular.dot.kiss|0.428571|0.281250|0.339623
NSS_3.17.4_server_regular.dot.kiss|RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|0.287879|0.296875|0.292308
NSS_3.17.4_server_regular.dot.kiss|RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|0.625000|0.390625|0.480769
NSS_3.17.4_server_regular.dot.kiss|miTLS_0.1.3_server_regular.dot.kiss|0.695652|0.500000|0.581818
OpenSSL_1.0.1g_server_regular.dot.kiss|GnuTLS_3.3.12_server_regular.dot.kiss|0.517857|0.258929|0.345238
OpenSSL_1.0.1g_server_regular.dot.kiss|GnuTLS_3.3.8_server_regular.dot.kiss|0.489583|0.419643|0.451923
OpenSSL_1.0.1g_server_regular.dot.kiss|JSSE_1.8.0_25_server_regular.dot.kiss|0.531250|0.303571|0.386364
OpenSSL_1.0.1g_server_regular.dot.kiss|JSSE_1.8.0_31_server_regular.dot.kiss|0.515625|0.294643|0.375000
OpenSSL_1.0.1g_server_regular.dot.kiss|NSS_3.17.4_server_regular.dot.kiss|0.468750|0.267857|0.340909
OpenSSL_1.0.1g_server_regular.dot.kiss|OpenSSL_1.0.1g_server_regular.dot.kiss|0.892857|0.892857|0.892857
OpenSSL_1.0.1g_server_regular.dot.kiss|OpenSSL_1.0.1j_server_regular.dot.kiss|0.855263|0.580357|0.691489
OpenSSL_1.0.1g_server_regular.dot.kiss|OpenSSL_1.0.1l_server_regular.dot.kiss|0.828571|0.517857|0.637363
OpenSSL_1.0.1g_server_regular.dot.kiss|OpenSSL_1.0.2_server_regular.dot.kiss|0.795918|0.348214|0.484472
OpenSSL_1.0.1g_server_regular.dot.kiss|RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|0.621212|0.366071|0.460674
OpenSSL_1.0.1g_server_regular.dot.kiss|RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|0.500000|0.178571|0.263158
OpenSSL_1.0.1g_server_regular.dot.kiss|miTLS_0.1.3_server_regular.dot.kiss|0.375000|0.160714|0.225000
OpenSSL_1.0.1j_server_regular.dot.kiss|GnuTLS_3.3.12_server_regular.dot.kiss|0.625000|0.454545|0.526316
OpenSSL_1.0.1j_server_regular.dot.kiss|GnuTLS_3.3.8_server_regular.dot.kiss|0.433735|0.467532|0.450000
OpenSSL_1.0.1j_server_regular.dot.kiss|JSSE_1.8.0_25_server_regular.dot.kiss|0.366667|0.285714|0.321168
OpenSSL_1.0.1j_server_regular.dot.kiss|JSSE_1.8.0_31_server_regular.dot.kiss|0.350000|0.272727|0.306569
OpenSSL_1.0.1j_server_regular.dot.kiss|NSS_3.17.4_server_regular.dot.kiss|0.468750|0.389610|0.425532
OpenSSL_1.0.1j_server_regular.dot.kiss|OpenSSL_1.0.1g_server_regular.dot.kiss|0.613208|0.844156|0.710383
OpenSSL_1.0.1j_server_regular.dot.kiss|OpenSSL_1.0.1j_server_regular.dot.kiss|0.961039|0.961039|0.961039
OpenSSL_1.0.1j_server_regular.dot.kiss|OpenSSL_1.0.1l_server_regular.dot.kiss|0.936508|0.766234|0.842857
OpenSSL_1.0.1j_server_regular.dot.kiss|OpenSSL_1.0.2_server_regular.dot.kiss|0.930233|0.519481|0.666667
OpenSSL_1.0.1j_server_regular.dot.kiss|RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|0.559322|0.428571|0.485294
OpenSSL_1.0.1j_server_regular.dot.kiss|RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|0.500000|0.259740|0.341880
OpenSSL_1.0.1j_server_regular.dot.kiss|miTLS_0.1.3_server_regular.dot.kiss|0.409091|0.233766|0.297521
OpenSSL_1.0.1l_server_regular.dot.kiss|GnuTLS_3.3.12_server_regular.dot.kiss|0.642857|0.514286|0.571429
OpenSSL_1.0.1l_server_regular.dot.kiss|GnuTLS_3.3.8_server_regular.dot.kiss|0.482759|0.600000|0.535032
OpenSSL_1.0.1l_server_regular.dot.kiss|JSSE_1.8.0_25_server_regular.dot.kiss|0.140625|0.128571|0.134328
OpenSSL_1.0.1l_server_regular.dot.kiss|JSSE_1.8.0_31_server_regular.dot.kiss|0.125000|0.114286|0.119403
OpenSSL_1.0.1l_server_regular.dot.kiss|NSS_3.17.4_server_regular.dot.kiss|0.310345|0.257143|0.281250
OpenSSL_1.0.1l_server_regular.dot.kiss|OpenSSL_1.0.1g_server_regular.dot.kiss|0.604167|0.828571|0.698795
OpenSSL_1.0.1l_server_regular.dot.kiss|OpenSSL_1.0.1j_server_regular.dot.kiss|0.808219|0.842857|0.825175
OpenSSL_1.0.1l_server_regular.dot.kiss|OpenSSL_1.0.1l_server_regular.dot.kiss|0.971429|0.971429|0.971429
OpenSSL_1.0.1l_server_regular.dot.kiss|OpenSSL_1.0.2_server_regular.dot.kiss|0.938776|0.657143|0.773109
OpenSSL_1.0.1l_server_regular.dot.kiss|RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|0.562500|0.514286|0.537313
OpenSSL_1.0.1l_server_regular.dot.kiss|RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|0.175000|0.100000|0.127273
OpenSSL_1.0.1l_server_regular.dot.kiss|miTLS_0.1.3_server_regular.dot.kiss|0.409091|0.257143|0.315789
OpenSSL_1.0.2_server_regular.dot.kiss|GnuTLS_3.3.12_server_regular.dot.kiss|0.642857|0.734694|0.685714
OpenSSL_1.0.2_server_regular.dot.kiss|GnuTLS_3.3.8_server_regular.dot.kiss|0.421687|0.714286|0.530303
OpenSSL_1.0.2_server_regular.dot.kiss|JSSE_1.8.0_25_server_regular.dot.kiss|0.140625|0.183673|0.159292
OpenSSL_1.0.2_server_regular.dot.kiss|JSSE_1.8.0_31_server_regular.dot.kiss|0.125000|0.163265|0.141593
OpenSSL_1.0.2_server_regular.dot.kiss|NSS_3.17.4_server_regular.dot.kiss|0.310345|0.367347|0.336449
OpenSSL_1.0.2_server_regular.dot.kiss|OpenSSL_1.0.1g_server_regular.dot.kiss|0.386139|0.795918|0.520000
OpenSSL_1.0.2_server_regular.dot.kiss|OpenSSL_1.0.1j_server_regular.dot.kiss|0.615385|0.816327|0.701754
OpenSSL_1.0.2_server_regular.dot.kiss|OpenSSL_1.0.1l_server_regular.dot.kiss|0.718750|0.938776|0.814159
OpenSSL_1.0.2_server_regular.dot.kiss|OpenSSL_1.0.2_server_regular.dot.kiss|0.959184|0.959184|0.959184
OpenSSL_1.0.2_server_regular.dot.kiss|RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|0.446154|0.591837|0.508772
OpenSSL_1.0.2_server_regular.dot.kiss|RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|0.175000|0.142857|0.157303
OpenSSL_1.0.2_server_regular.dot.kiss|miTLS_0.1.3_server_regular.dot.kiss|0.409091|0.367347|0.387097
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|GnuTLS_3.3.12_server_regular.dot.kiss|0.551020|0.375000|0.446281
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|GnuTLS_3.3.8_server_regular.dot.kiss|0.141304|0.180556|0.158537
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|JSSE_1.8.0_25_server_regular.dot.kiss|0.250000|0.222222|0.235294
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|JSSE_1.8.0_31_server_regular.dot.kiss|0.271186|0.222222|0.244275
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|NSS_3.17.4_server_regular.dot.kiss|0.316667|0.263889|0.287879
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|OpenSSL_1.0.1g_server_regular.dot.kiss|0.390476|0.569444|0.463277
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|OpenSSL_1.0.1j_server_regular.dot.kiss|0.464789|0.458333|0.461538
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|OpenSSL_1.0.1l_server_regular.dot.kiss|0.562500|0.500000|0.529412
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|OpenSSL_1.0.2_server_regular.dot.kiss|0.604167|0.402778|0.483333
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|0.888889|0.888889|0.888889
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|0.525000|0.291667|0.375000
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|miTLS_0.1.3_server_regular.dot.kiss|0.229167|0.152778|0.183333
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|GnuTLS_3.3.12_server_regular.dot.kiss|0.163265|0.200000|0.179775
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|GnuTLS_3.3.8_server_regular.dot.kiss|0.087912|0.200000|0.122137
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|JSSE_1.8.0_25_server_regular.dot.kiss|0.259259|0.350000|0.297872
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|JSSE_1.8.0_31_server_regular.dot.kiss|0.237288|0.350000|0.282828
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|NSS_3.17.4_server_regular.dot.kiss|0.416667|0.625000|0.500000
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|OpenSSL_1.0.1g_server_regular.dot.kiss|0.196078|0.500000|0.281690
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|OpenSSL_1.0.1j_server_regular.dot.kiss|0.303030|0.500000|0.377358
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|OpenSSL_1.0.1l_server_regular.dot.kiss|0.109375|0.175000|0.134615
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|OpenSSL_1.0.2_server_regular.dot.kiss|0.162791|0.175000|0.168675
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|0.323077|0.525000|0.400000
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|1.000000|1.000000|1.000000
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|miTLS_0.1.3_server_regular.dot.kiss|0.159091|0.175000|0.166667
miTLS_0.1.3_server_regular.dot.kiss|GnuTLS_3.3.12_server_regular.dot.kiss|0.400000|0.416667|0.408163
miTLS_0.1.3_server_regular.dot.kiss|GnuTLS_3.3.8_server_regular.dot.kiss|0.222222|0.416667|0.289855
miTLS_0.1.3_server_regular.dot.kiss|JSSE_1.8.0_25_server_regular.dot.kiss|0.203125|0.270833|0.232143
miTLS_0.1.3_server_regular.dot.kiss|JSSE_1.8.0_31_server_regular.dot.kiss|0.187500|0.250000|0.214286
miTLS_0.1.3_server_regular.dot.kiss|NSS_3.17.4_server_regular.dot.kiss|0.542373|0.666667|0.598131
miTLS_0.1.3_server_regular.dot.kiss|OpenSSL_1.0.1g_server_regular.dot.kiss|0.169811|0.375000|0.233766
miTLS_0.1.3_server_regular.dot.kiss|OpenSSL_1.0.1j_server_regular.dot.kiss|0.253521|0.375000|0.302521
miTLS_0.1.3_server_regular.dot.kiss|OpenSSL_1.0.1l_server_regular.dot.kiss|0.281250|0.375000|0.321429
miTLS_0.1.3_server_regular.dot.kiss|OpenSSL_1.0.2_server_regular.dot.kiss|0.418605|0.375000|0.395604
miTLS_0.1.3_server_regular.dot.kiss|RSA_BSAFE_C_4.0.4_server_regular.dot.kiss|0.164179|0.229167|0.191304
miTLS_0.1.3_server_regular.dot.kiss|RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss|0.205882|0.145833|0.170732
miTLS_0.1.3_server_regular.dot.kiss|miTLS_0.1.3_server_regular.dot.kiss|1.000000|1.000000|1.000000
